word,won,wrong_guesses,repeated_guesses,word_length
depotentiation,True,3,0,14
fiendlike,True,0,0,9
triverbal,True,1,0,9
clarinetist,True,0,0,11
counterwave,True,1,0,11
uqzwkqxewwzz,False,6,0,12
frondage,True,2,0,8
undergrieve,False,6,0,11
nonamino,True,1,0,8
refledge,True,1,0,8
scraggy,True,3,0,7
bluenoser,True,1,0,9
improgressive,True,0,0,13
baseboard,True,1,0,9
scgence,True,3,0,7
menorrheic,True,2,0,10
vanillon,True,1,0,8
picknick,True,2,0,8
alemana,True,0,0,7
arsenoxide,False,6,0,10
unmeaningness,True,0,0,13
swainsona,True,1,0,9
apod,True,4,0,4
analogy,True,2,0,7
wateriness,True,0,0,10
melene,True,1,0,6
cosmogonal,True,3,0,10
hinder,True,4,0,6
tomeful,True,4,0,7
chuncho,True,4,0,7
cere,True,3,0,4
disguised,False,6,0,9
sextipara,True,0,0,9
hexagrammidae,False,6,0,13
disvaluation,True,1,0,12
impetigo,True,2,0,8
redrawer,True,0,0,8
rollerskater,True,1,0,12
cuscutaceae,True,4,0,11
wavably,True,4,0,7
glyptology,False,6,0,10
araliaceae,True,4,0,10
flabellarium,True,1,0,12
unshivered,True,1,0,10
barrikin,True,2,0,8
unneedfulness,True,1,0,13
polity,True,5,0,6
accessorial,True,0,0,11
unflexibleness,True,0,0,14
macrostructure,False,6,0,14
alnascharism,True,4,0,12
scion,True,3,0,5
taiping,True,2,0,7
contemplator,True,3,0,12
coffinless,True,2,0,10
amiably,True,2,0,7
unrightwise,True,1,0,11
pachisi,True,1,0,7
papalism,False,6,0,8
parentheticalness,True,1,0,17
oui,True,1,0,3
culturologist,True,3,0,13
contractible,True,0,0,12
reclama,True,2,0,7
bijugate,True,1,0,8
anahau,False,6,0,6
inlake,True,3,0,6
chayote,True,2,0,7
uhtsong,True,4,0,7
bloodshotten,True,2,0,12
desireless,True,0,0,10
nesotragus,True,1,0,10
spermaphytic,True,0,0,12
unimplicable,True,0,0,12
unburning,False,6,0,9
indubiously,True,2,0,11
enneagynous,True,1,0,11
fluctuosity,True,3,0,11
parostotic,True,2,0,10
penninervate,True,0,0,12
downingia,True,1,0,9
bedrown,True,2,0,7
holarctic,True,1,0,9
ascocarpous,True,2,0,11
unsummoned,True,3,0,10
proboscidal,True,1,0,11
crapulousness,True,3,0,13
laryngoscopic,True,1,0,13
riper,True,4,0,5
conchostraca,True,2,0,12
tannable,True,0,0,8
ectocondyle,True,2,0,11
unconsecratedly,True,1,0,15
trypeta,False,6,0,7
postsyphilitic,True,1,0,14
anachromasis,True,1,0,12
pursiness,True,1,0,9
reoffset,True,0,0,8
jackanapish,True,1,0,11
rage,True,4,0,4
resinlike,True,1,0,9
anusvara,True,2,0,8
flueman,True,1,0,7
whispered,True,0,0,9
schizothymic,True,2,0,12
tricrotic,True,3,0,9
endobronchially,True,0,0,15
temanite,True,3,0,8
unepistolary,True,0,0,12
untantalized,True,0,0,12
overwhelming,False,6,0,12
magnetically,True,0,0,12
precommunion,True,0,0,12
repealable,True,1,0,10
kitchenry,True,1,0,9
semisavagery,False,6,0,12
undramatized,True,5,0,12
overhead,True,1,0,8
comptuer,True,2,0,8
hoovey,False,6,0,6
orphically,True,2,0,10
subtribe,False,6,0,8
pseudapostle,False,6,0,12
unreactive,True,1,0,10
fightwite,True,0,0,9
kineplasty,True,0,0,10
dia,True,1,0,3
chanteyman,True,1,0,10
undernourished,True,0,0,14
outwrest,False,6,0,8
indefensible,True,0,0,12
burnfire,True,3,0,8
deposal,True,1,0,7
electrolytical,True,0,0,14
criteria,True,5,0,8
multisensual,True,0,0,12
gusher,True,4,0,6
competitiveness,True,0,0,15
pipewood,False,6,0,8
maternally,True,3,0,10
erythroneocytosis,True,2,0,17
boswellism,True,2,0,10
caesaropapism,True,2,0,13
laughterless,True,0,0,12
ingratiate,True,2,0,10
cornicle,True,1,0,8
loculus,False,6,0,7
goric,False,6,0,5
unbastilled,True,0,0,11
micawberish,False,6,0,11
luminarious,False,6,0,11
computeur,True,2,0,9
pucherite,True,1,0,9
unattainted,True,0,0,11
ting,True,3,0,4
episcopize,False,6,0,10
reiter,True,0,0,6
spinicarpous,False,6,0,12
megakaryocyte,True,1,0,13
investiture,True,0,0,11
stereotactic,True,1,0,12
prodemocratic,True,0,0,13
leviratical,True,0,0,11
nonexchangeable,True,1,0,15
cupidone,True,2,0,8
totipotentiality,True,0,0,16
detailedly,True,0,0,10
smudged,False,6,0,7
orthoceratitic,True,0,0,14
gunning,True,3,0,7
brobdingnag,True,2,0,11
unconfronted,True,2,0,12
altoun,True,3,0,6
turkify,True,5,0,7
autoblast,True,4,0,9
meniscus,False,6,0,8
socinianize,True,0,0,11
unmollifiable,True,0,0,13
predeprivation,False,6,0,14
sensually,False,6,0,9
fulah,True,5,0,5
ullagone,True,1,0,8
atelopodia,True,0,0,10
hermoglyphic,True,1,0,12
plexor,True,1,0,6
haggadistic,True,1,0,11
treasurership,True,0,0,13
militation,True,1,0,10
bespit,False,6,0,6
leucoryx,True,3,0,8
osteomere,True,1,0,9
superwealthy,True,1,0,12
untread,True,1,0,7
lupanarian,True,1,0,10
preartistic,True,0,0,11
navigerous,True,0,0,10
weird,True,1,0,5
guayabo,True,4,0,7
hexagynian,True,0,0,10
inspirable,False,6,0,10
submission,True,2,0,10
kenticism,True,1,0,9
histologically,False,6,0,14
malinstitution,True,0,0,14
jitneuse,True,0,0,8
aileen,True,0,0,6
bologna,True,3,0,7
boycottism,True,4,0,10
ocherous,True,2,0,8
markedly,True,0,0,8
gravedigger,True,0,0,11
retrencher,True,0,0,10
noche,True,2,0,5
piperitone,True,2,0,10
inductor,True,2,0,8
retropubic,True,1,0,10
digit,False,6,0,5
phyllorhine,True,5,0,11
wheely,True,1,0,6
rhinoceroslike,True,0,0,14
stychomythia,True,1,0,12
peccable,True,2,0,8
upperhandism,False,6,0,12
nonrepresentative,True,0,0,17
duns,False,6,0,4
supposably,True,5,0,10
saltarello,True,2,0,10
bistratose,True,0,0,10
polymolybdate,True,1,0,13
anisamide,True,5,0,9
berascal,True,1,0,8
china,True,3,0,5
monotypic,True,3,0,9
chandu,True,3,0,6
dygvrz,False,6,0,6
nematogonous,True,1,0,12
prediet,True,0,0,7
sesquiquinta,True,0,0,12
geophilidae,True,0,0,11
squarewise,True,1,0,10
paleometeorological,True,0,0,19
water,False,6,0,5
nervule,False,6,0,7
bifocal,True,2,0,7
bedim,False,6,0,5
avogadrite,False,6,0,10
bisetose,True,1,0,8
batetela,True,2,0,8
render,True,4,0,6
aetosaur,True,0,0,8
facetiously,True,0,0,11
dichotomous,False,6,0,11
monographical,True,3,0,13
junketer,True,1,0,8
antidactyl,True,1,0,10
soso,True,3,0,4
untinkered,True,0,0,10
pelargic,True,0,0,8
thumbless,True,5,0,9
unavailed,False,6,0,9
filicin,True,2,0,7
protopteran,True,2,0,11
crackled,True,1,0,8
thyrotropic,True,2,0,11
leonurus,True,2,0,8
euglobulin,True,1,0,10
minitant,True,2,0,8
thysanurian,True,1,0,11
experientially,True,0,0,14
developdent,True,0,0,11
uncovered,False,6,0,9
biosis,True,5,0,6
autosymbiontic,False,6,0,14
pigless,False,6,0,7
dethroner,True,0,0,9
cynicism,True,3,0,8
arminianize,True,0,0,11
nonsymphonic,True,2,0,12
ecrasite,True,2,0,8
zymurgy,False,6,0,7
reductionist,True,0,0,12
unempaneled,True,0,0,11
pycnomorphous,True,3,0,13
chronogeneous,True,5,0,13
pseudomorphic,True,4,0,13
respirometer,True,0,0,12
galactagogue,True,1,0,12
bedub,False,6,0,5
brith,True,5,0,5
varletess,True,1,0,9
horrescent,True,2,0,10
adenophthalmia,True,0,0,14
tabetless,True,0,0,9
aromacity,True,1,0,9
bizarreness,True,1,0,11
traumatropism,True,2,0,13
robotesque,False,6,0,10
citation,True,1,0,8
midwestern,False,6,0,10
harshness,True,0,0,9
destructivism,True,1,0,13
rheum,True,1,0,5
everyhow,True,1,0,8
ganglia,True,4,0,7
kainah,True,2,0,6
aquavalent,True,0,0,10
strumpetlike,True,1,0,12
wrecking,False,6,0,8
nonnitrogenized,True,0,0,15
rhagonate,True,4,0,9
misdesire,True,1,0,9
brushball,False,6,0,9
poucey,False,6,0,6
subepoch,False,6,0,8
anathematical,True,0,0,13
ndetwork,True,4,0,8
virginitis,True,1,0,10
capanne,True,2,0,7
parisianly,True,1,0,10
nonmanifest,True,0,0,11
microcombustion,True,2,0,15
tantalic,True,4,0,8
materially,True,0,0,10
billie,True,1,0,6
candytuft,True,3,0,9
subtriplicated,True,0,0,14
misingenuity,False,6,0,12
shelfmate,True,2,0,9
servient,False,6,0,8
valva,False,6,0,5
encitadel,True,1,0,9
katze,True,0,0,5
fogy,False,6,0,4
cuya,False,6,0,4
allotriuria,True,1,0,11
buongiorno,True,2,0,10
wailful,False,6,0,7
sublimableness,True,0,0,14
phytoserology,True,3,0,13
intercapillary,True,0,0,14
ceramal,True,0,0,7
into,True,2,0,4
breaker,True,3,0,7
normanish,True,1,0,9
dowcet,False,6,0,6
unescaladed,True,1,0,11
copenetrate,True,4,0,11
spiritweed,True,0,0,10
conveyance,True,1,0,10
japanesquery,True,1,0,12
xanthophyllous,True,2,0,14
cecilite,True,1,0,8
blasting,True,1,0,8
chat,True,0,0,4
disgig,False,6,0,6
marcionism,True,1,0,10
kaolinate,True,0,0,9
phyllotactical,True,1,0,14
detectably,True,1,0,10
tricolored,True,0,0,10
convocant,False,6,0,9
sanctified,True,0,0,10
cotingoid,True,2,0,9
staithman,True,1,0,9
ungrainable,True,1,0,11
thankful,True,3,0,8
protragie,True,0,0,9
sexcentenary,True,0,0,12
puddock,False,6,0,7
snohomish,True,2,0,9
deuterotype,True,0,0,11
ipgtub,False,6,0,6
pycnosporic,True,3,0,11
tautologizer,True,0,0,12
cetonian,True,0,0,8
operae,True,2,0,6
aldern,True,1,0,6
genson,True,5,0,6
platycnemia,True,0,0,11
radarscope,True,1,0,10
pantaleon,True,4,0,9
heavenful,True,1,0,9
polygony,True,5,0,8
mononymy,True,4,0,8
shovelful,True,5,0,9
convolvulinic,True,1,0,13
scrouger,False,6,0,8
splitting,True,1,0,9
zingiberone,True,0,0,11
mesally,True,1,0,7
trichotomism,True,5,0,12
phaethusa,True,0,0,9
cordillera,True,2,0,10
shellful,False,6,0,8
bepart,False,6,0,6
podostemad,True,3,0,10
submissive,False,6,0,10
undilapidated,True,1,0,13
pyralidoidea,True,0,0,12
coca,True,4,0,4
cuculla,True,5,0,7
hulotheism,True,2,0,10
wandle,True,3,0,6
astur,True,2,0,5
acromiohumeral,True,0,0,14
chassignite,True,0,0,11
dummel,True,4,0,6
aggregata,True,0,0,9
chondriosomal,True,1,0,13
ruefulness,True,0,0,10
odin,True,3,0,4
mavis,False,6,0,5
matronism,True,1,0,9
undershot,True,2,0,9
doubtingly,False,6,0,10
unmetropolitan,True,0,0,14
caph,False,6,0,4
swahilian,True,2,0,9
weiring,True,1,0,7
trigoniaceous,True,0,0,13
paroxysmal,False,6,0,10
swaraj,True,3,0,6
overheatedly,True,5,0,12
exequy,True,2,0,6
drokpa,False,6,0,6
sunspottery,True,2,0,11
oxidable,True,1,0,8
monodontal,True,3,0,10
pentadecane,True,1,0,11
unjokingly,True,2,0,10
theropodous,False,6,0,11
feverlike,True,1,0,9
brandy,True,3,0,6
proconstitutionalism,True,0,0,20
uncriticising,True,0,0,13
solodization,False,6,0,12
analyze,True,0,0,7
biggonet,False,6,0,8
oarcock,True,2,0,7
latinic,True,1,0,7
virginly,True,2,0,8
ruthenium,True,1,0,9
rotulus,True,4,0,7
hollowly,True,4,0,8
firelit,False,6,0,7
ominously,True,2,0,9
forediscern,True,5,0,11
southwardly,True,2,0,11
upthrow,True,4,0,7
prankle,True,4,0,7
rheocrat,False,6,0,8
avives,True,3,0,6
unseconded,True,1,0,10
prat,True,2,0,4
desperado,True,2,0,9
hexapodan,True,1,0,9
sympatheticity,True,1,0,14
manchester,True,0,0,10
zooxanthin,True,2,0,10
enamoredness,True,0,0,12
ureal,True,0,0,5
boobily,False,6,0,7
aistopoda,True,1,0,9
ophiostaphyle,True,4,0,13
kinetogenesis,False,6,0,13
sivatheriidae,True,0,0,13
diplobacillus,False,6,0,13
steepwort,True,2,0,9
puppyism,False,6,0,8
mydaus,False,6,0,6
stomatopathy,True,2,0,12
semiurn,True,2,0,7
angiography,True,5,0,11
supersmart,True,1,0,10
illusorily,True,3,0,10
lodha,True,4,0,5
cricket,True,1,0,7
woyaway,True,3,0,7
preaccumulation,True,0,0,15
dischargee,False,6,0,10
microbal,True,1,0,8
corrivate,True,2,0,9
ruthfulness,False,6,0,11
crinkle,True,4,0,7
seromaniac,True,3,0,10
adjunctly,True,3,0,9
staring,True,2,0,7
ropeway,True,1,0,7
devilmonger,False,6,0,11
crackbrain,True,1,0,10
sclerosed,True,2,0,9
seldom,True,3,0,6
addleheadedness,True,0,0,15
luminance,True,0,0,9
uraniid,False,6,0,7
senonian,True,0,0,8
chlorocalcite,True,2,0,13
ataset,True,1,0,6
sangsue,True,2,0,7
chiliastic,True,4,0,10
idryl,False,6,0,5
noche,True,2,0,5
gainliness,True,1,0,10
phototaxis,True,2,0,10
panelwork,True,1,0,9
notariate,True,0,0,9
unrippling,True,1,0,10
ketonize,True,1,0,8
highjacker,True,1,0,10
rebute,True,2,0,6
unravished,True,1,0,10
sinkfield,True,2,0,9
organologist,True,5,0,12
congreso,True,1,0,8
oxytylote,True,3,0,9
troglodytish,True,4,0,12
disdiazo,True,2,0,8
dicranaceous,True,0,0,12
logogrammatic,True,1,0,13
unappendaged,True,1,0,12
unmiscarrying,True,2,0,13
duraquara,True,2,0,9
desolation,True,1,0,10
xerophthalmia,False,6,0,13
intriguess,True,1,0,10
valediction,False,6,0,11
intemperament,True,1,0,13
excellence,True,0,0,10
spetrophoby,True,2,0,11
smit,True,4,0,4
moundiness,True,2,0,10
submicroscopic,True,2,0,14
coenotype,True,4,0,9
savagery,True,0,0,8
pupigerous,True,2,0,10
lactol,True,2,0,6
toplighted,True,1,0,10
hemalbumen,False,6,0,10
minorcan,False,6,0,8
reannoyance,True,1,0,11
cambyuskan,False,6,0,10
binge,True,5,0,5
hallucinosis,True,1,0,12
prefecundatory,True,1,0,14
lan,False,6,0,3
forehill,False,6,0,8
unelicited,True,5,0,10
thenal,True,1,0,6
nosewards,True,1,0,9
disinvagination,True,1,0,15
vineland,False,6,0,8
superextreme,True,0,0,12
lag,True,3,0,3
jester,False,6,0,6
acetose,False,6,0,7
urocerata,True,0,0,9
overpaint,True,0,0,9
nein,True,1,0,4
cambaye,True,2,0,7
xylite,True,3,0,6
unbreakably,False,6,0,11
marriable,True,0,0,9
granadillo,True,1,0,10
irk,False,6,0,3
viatometer,True,0,0,10
spumescent,True,0,0,10
nonbeing,True,1,0,8
kluxer,True,3,0,6
unfelt,True,2,0,6
submentum,True,3,0,9
luctation,True,1,0,9
uptwist,True,4,0,7
armure,False,6,0,6
adipoma,True,3,0,7
periesophagitis,True,4,0,15
tremolist,True,2,0,9
monoicous,True,2,0,9
allegorizer,True,0,0,11
rufigallic,True,1,0,10
becovet,False,6,0,7
millinormal,True,1,0,11
platyrrhinic,True,2,0,12
metacism,True,1,0,8
breaster,True,2,0,8
bolivarite,False,6,0,10
hackney,True,3,0,7
veratraldehyde,True,1,0,14
oltonde,True,3,0,7
pappescent,True,0,0,10
cruor,True,2,0,5
steeling,True,0,0,8
i,False,6,0,1
hormogon,True,3,0,8
inapathy,False,6,0,8
tuzla,False,6,0,5
gosplan,True,3,0,7
ovalescent,True,1,0,10
aerogenes,True,0,0,9
zrntvw,True,4,0,6
plughole,True,3,0,8
araucarioxylon,True,1,0,14
encashable,True,1,0,10
sarcastic,True,1,0,9
neoholmium,True,0,0,10
bepurple,True,3,0,8
perisplenic,True,0,0,11
proministry,True,2,0,11
vitiosity,True,1,0,9
conductor,True,3,0,9
puntist,True,4,0,7
cobhead,False,6,0,7
triumfetta,True,0,0,10
inertness,True,4,0,9
osteectomy,True,4,0,10
brigadiership,True,0,0,13
unlofty,True,4,0,7
moneyer,True,0,0,7
metapectic,True,0,0,10
pistilliform,True,1,0,12
uredinales,True,0,0,10
corybulbin,True,2,0,10
thiasite,True,0,0,8
ursus,True,5,0,5
ptomain,True,2,0,7
intersentimental,True,3,0,16
hemibenthic,True,0,0,11
techous,True,4,0,7
procello,True,2,0,8
buongiorno,True,2,0,10
cibarian,True,1,0,8
basiarachnoiditis,True,1,0,17
daftness,True,1,0,8
iconometer,True,0,0,10
subreader,True,0,0,9
flighty,True,5,0,7
pradhana,True,1,0,8
subvaluation,True,1,0,12
ecru,True,2,0,4
esperantido,False,6,0,11
anemoscope,True,2,0,10
phenacetin,True,0,0,10
hitchy,True,5,0,6
futureless,True,0,0,10
noncelestial,True,3,0,12
intercommoner,True,0,0,13
bravura,True,3,0,7
coneighboring,False,6,0,13
canaliculus,True,1,0,11
cryptostoma,True,2,0,11
sententiously,True,1,0,13
hemochromatosis,True,0,0,15
thermotical,True,0,0,11
bigarade,True,1,0,8
tamanoas,False,6,0,8
prefabricate,True,0,0,12
isocolon,True,2,0,8
semidried,True,0,0,9
enate,True,2,0,5
presupervisor,True,1,0,13
consanguineous,True,0,0,14
chilcat,True,3,0,7
phytologic,True,2,0,10
crampet,True,1,0,7
prosopalgic,True,5,0,11
outbleed,True,1,0,8
ishmaelitic,True,0,0,11
photoepinastically,True,1,0,18
poecilogonous,True,1,0,13
myringitis,True,1,0,10
dravidian,True,1,0,9
tromometric,True,1,0,11
waremaker,True,0,0,9
certifiable,True,0,0,11
lyctidae,False,6,0,8
ceric,True,1,0,5
sluggingly,True,2,0,10
nonpropitiation,True,1,0,15
quadricuspidate,True,5,0,15
barleysick,True,3,0,10
latebricole,True,0,0,11
zglfyzzkcg,False,6,0,10
raggil,True,2,0,6
acoustical,True,1,0,10
resorb,False,6,0,6
heautontimorumenos,True,0,0,18
few,False,6,0,3
afterpain,True,0,0,9
respectworthy,True,2,0,13
podicipedidae,True,0,0,13
strode,True,2,0,6
continental,True,0,0,11
alligate,True,0,0,8
rhizoplast,True,2,0,10
mahdiship,True,2,0,9
gentilic,True,1,0,8
superestablish,True,1,0,14
unbale,True,3,0,6
monroeist,True,3,0,9
szopelka,True,1,0,8
homogeneal,True,1,0,10
pulsatively,True,0,0,11
unfearfully,True,2,0,11
netmaking,True,0,0,9
undervitalized,True,0,0,14
reauthorization,True,0,0,15
toxicant,True,2,0,8
elongation,True,1,0,10
underivable,True,0,0,11
mimpei,True,4,0,6
olvpzg,True,5,0,6
telegrapher,True,0,0,11
collateralness,True,1,0,14
lowermost,True,2,0,9
sphingine,True,1,0,9
proepimeron,True,0,0,11
accersitor,False,6,0,10
aymaran,True,2,0,7
tumbledung,True,4,0,10
chromatically,True,3,0,13
salad,True,0,0,5
thiamine,True,0,0,8
ibis,False,6,0,4
lewanna,False,6,0,7
nonobligatory,True,1,0,13
parching,True,3,0,8
agamobium,True,2,0,9
cack,True,4,0,4
pentastich,True,0,0,10
redeemableness,False,6,0,14
outstood,True,4,0,8
developmen,True,1,0,10
nutriment,True,1,0,9
worldly,True,3,0,7
malreasoning,True,0,0,12
moldiness,True,2,0,9
fantast,True,2,0,7
grammaticaster,True,4,0,14
underload,True,0,0,9
puke,True,4,0,4
argentation,True,0,0,11
suburbanize,True,1,0,11
pseudoclassical,True,0,0,15
muhlenbergia,True,0,0,12
bewired,False,6,0,7
thymonucleic,False,6,0,12
kip,True,4,0,3
meganucleus,True,0,0,11
uncombined,True,1,0,10
pierine,True,0,0,7
menzie,True,2,0,6
unadoring,True,1,0,9
catenation,True,0,0,10
pensefulness,True,0,0,12
quinsywort,True,2,0,10
wordl,True,3,0,5
novelistically,True,0,0,14
ternary,True,0,0,7
xenoblast,True,2,0,9
paleoherpetologist,True,1,0,18
amyous,False,6,0,6
stagnance,True,1,0,9
fresison,True,1,0,8
fastland,True,1,0,8
hemicycle,True,1,0,9
attenuation,True,0,0,11
thanksgiver,True,0,0,11
copeognatha,True,1,0,11
logway,False,6,0,6
stevia,True,1,0,6
ladrone,False,6,0,7
dementholize,False,6,0,12
polyadenia,False,6,0,10
pediculi,True,2,0,8
biceps,True,4,0,6
pancreatization,True,0,0,15
enolize,True,1,0,7
vespidae,True,1,0,8
outwar,True,1,0,6
lemovices,True,2,0,9
combatively,True,0,0,11
obviator,True,1,0,8
hereditarian,True,0,0,12
delectably,True,1,0,10
predemonstrate,True,4,0,14
unmailableness,True,0,0,14
galipidine,True,0,0,10
electiveness,True,0,0,12
thumlungur,True,4,0,10
drumheads,True,1,0,9
zucchini,True,2,0,8
underfolded,True,2,0,11
aloose,True,1,0,6
trachytic,True,1,0,9
cyancarbonic,False,6,0,12
herpetiform,True,0,0,11
sedaceae,True,0,0,8
thaliacean,True,0,0,10
chaetognathan,True,1,0,13
leeky,True,3,0,5
fitty,False,6,0,5
arthrozoic,False,6,0,10
tsubo,False,6,0,5
unlearnedness,True,1,0,13
confirmand,False,6,0,10
glycerophosphoric,True,0,0,17
actinula,True,4,0,8
plaque,True,2,0,6
promissor,False,6,0,9
whiskerette,True,0,0,11
atechnic,True,0,0,8
endways,True,1,0,7
superstimulate,True,0,0,14
tearstain,True,0,0,9
unspike,True,3,0,7
enanguish,True,1,0,9
paler,True,3,0,5
pannery,True,1,0,7
zoology,True,4,0,7
unwheeled,True,1,0,9
nonplausible,True,4,0,12
cank,False,6,0,4
terpilene,True,0,0,9
dedicate,True,3,0,8
mitigable,False,6,0,9
cassis,True,4,0,6
ribwork,False,6,0,7
quilling,True,4,0,8
myrtales,True,1,0,8
overhouse,True,2,0,9
coabound,True,3,0,8
supervoluminous,True,0,0,15
gorsechat,True,2,0,9
transferably,False,6,0,12
paunchiness,True,0,0,11
vidette,True,1,0,7
ola,True,0,0,3
unfurrowable,True,1,0,12
oreman,True,2,0,6
dultie,False,6,0,6
clutterment,True,5,0,11
albanite,False,6,0,8
mountebankly,False,6,0,12
gamolepis,False,6,0,9
esothyropexy,True,2,0,12
styca,True,5,0,5
zimmis,False,6,0,6
peirastically,True,0,0,13
trianglewise,True,0,0,12
pheasantwood,True,5,0,12
supersimplify,False,6,0,13
mislippen,True,1,0,9
gamekeeping,False,6,0,11
conductively,True,1,0,12
chandler,True,5,0,8
nonexculpation,True,0,0,14
reparable,True,2,0,9
sherri,True,1,0,6
reimmerse,True,1,0,9
forked,True,4,0,6
paramountly,True,2,0,11
witting,True,4,0,7
excerptible,True,0,0,11
amzcsf,False,6,0,6
fieulamort,True,0,0,10
sciedce,True,1,0,7
elb,True,4,0,3
neurovaccine,False,6,0,12
physitism,True,2,0,9
solenodont,False,6,0,10
sciurine,True,2,0,8
preterequine,True,0,0,12
sparker,True,2,0,7
taen,True,1,0,4
rjkginfm,True,2,0,8
exrupeal,False,6,0,8
encase,True,2,0,6
acierage,True,0,0,8
transferred,True,1,0,11
hereditary,True,0,0,10
roseine,True,0,0,7
lucius,False,6,0,6
acetoin,True,2,0,7
representatively,True,4,0,16
asiatically,True,1,0,11
jjguevkmi,False,6,0,9
fuddle,True,5,0,6
guise,True,3,0,5
resynthesis,True,0,0,11
peribolos,True,1,0,9
psychogenetical,True,4,0,15
indefeasibly,False,6,0,12
sarrusophone,True,1,0,12
disqualify,True,3,0,10
pinningly,True,3,0,9
mastodynia,True,2,0,10
wairepo,True,1,0,7
hyperwrought,True,3,0,12
enlighten,True,2,0,9
zax,False,6,0,3
electrostenolysis,True,0,0,17
slumpwork,True,3,0,9
notable,True,0,0,7
ursoid,True,2,0,6
thermotically,True,0,0,13
superlikelihood,True,0,0,15
buchanan,True,1,0,8
heavyheartedness,True,0,0,16
rhythmical,True,2,0,10
crickey,True,3,0,7
semiconvergence,True,0,0,15
literati,False,6,0,8
glub,False,6,0,4
overeasiness,True,0,0,12
archimedes,True,1,0,10
synalgic,True,1,0,8
molluscoidan,True,1,0,12
braver,True,2,0,6
dacyorrhea,False,6,0,10
prose,True,2,0,5
eversporting,True,0,0,12
irradicate,True,0,0,10
electrohemostasis,True,0,0,17
iconoduly,True,2,0,9
bestowment,True,0,0,10
towner,False,6,0,6
banc,False,6,0,4
longish,True,3,0,7
inadequacy,True,0,0,10
unflurried,True,0,0,10
ferfathmur,True,1,0,10
witlet,True,5,0,6
dow,False,6,0,3
unpitiedness,True,1,0,12
brandless,True,0,0,9
streamingly,True,0,0,11
meteorograph,True,1,0,12
swb,False,6,0,3
ojhimrsqcwyp,False,6,0,12
unagreeable,True,0,0,11
running,True,2,0,7
bennettites,False,6,0,11
ponderous,True,4,0,9
troglodytism,True,3,0,12
doorstead,True,0,0,9
electrothanasia,True,0,0,15
rupa,False,6,0,4
servantlike,True,0,0,11
pyrostat,True,3,0,8
extrameridional,True,0,0,15
unhostilely,False,6,0,11
swallowable,True,2,0,11
insolvence,True,0,0,10
streamwort,True,2,0,10
airgraphics,True,1,0,11
factish,True,2,0,7
unnimble,True,1,0,8
antisialic,True,1,0,10
rutaceous,True,1,0,9
subdistinguish,True,0,0,14
upmountain,True,2,0,10
achatina,True,1,0,8
ovariolumbar,True,1,0,12
dentata,True,0,0,7
casuistry,False,6,0,9
kauravas,True,1,0,8
pyrogallic,True,1,0,10
tinctumutation,True,1,0,14
zoea,False,6,0,4
pedicure,False,6,0,8
teaseler,True,0,0,8
muss,False,6,0,4
squarely,True,0,0,8
histotropic,True,2,0,11
hydrometeorology,True,1,0,16
sensualness,True,0,0,11
ganocephala,True,1,0,11
resinoelectric,True,1,0,14
osteoclasia,True,3,0,11
despisableness,True,0,0,14
counterbid,True,1,0,10
porphyrogenitus,True,0,0,15
tetrathecal,True,1,0,11
engolden,True,2,0,8
unsizable,True,0,0,9
polyzoarial,True,2,0,11
supercelestial,True,0,0,14
urbane,True,2,0,6
idealistical,True,0,0,12
labiotenaculum,True,2,0,14
pluviometer,True,0,0,11
shivaistic,False,6,0,10
cerographist,True,0,0,12
redamnation,True,4,0,11
chronography,True,2,0,12
macraucheniiform,True,0,0,16
hallo,True,3,0,5
cornel,True,5,0,6
coronion,True,2,0,8
chickenbill,False,6,0,11
scientificoreligious,True,0,0,20
rennet,True,2,0,6
laxifoliate,True,0,0,11
prepersuade,True,0,0,11
